rep,id,ka,V,k,eta_ka,eta_V,eta_k
2,25,0.66331105113237110,7.10784436346829729,0.01464310169120860,0.08226617232715366,-0.06764104899283030,-0.19554762100700085
1,26,1.33731938762706482,8.64219987926970745,0.01507314272704612,0.78344456746228652,0.12781710298435645,-0.16660243841647837
2,26,0.35668156059673128,8.19465625183715218,0.01500654303572465,-0.53813446830294687,0.07464220215272732,-0.17103066287846769
1,27,1.21028652820486671,6.72874695059090833,0.01678152835841761,0.68363454582601968,-0.12245112537685388,-0.05923819221592552
2,27,1.36611045576471768,6.67432690884169411,0.01625503975601563,0.80474503269585662,-0.13057170150361341,-0.09111397172934765
1,28,0.42019811770471149,8.45667030375022044,0.01826940879541072,-0.37425155602281968,0.10611545194900129,0.02571103930286434
2,28,1.48619210902458132,7.02261765687846040,0.01962247743166134,0.88899463131027223,-0.07970402895037276,0.09715874563889848
1,29,0.41961012439418266,11.43538304271315198,0.01928794354125048,-0.37565185999016326,0.40787226123007647,0.07996324247707154
2,29,0.34442855166170988,10.03678369710580576,0.02078793819771231,-0.57309119316579482,0.27741665096831225,0.15485595290904541
1,30,0.44808987981657122,7.43043991037520346,0.01802922753611695,-0.30998402801821967,-0.02325499878344361,0.01247722178896371
2,30,0.16458340339108565,7.11058488456597981,0.02010135043151863,-1.31156041168685666,-0.06725556040139558,0.12127002720214941
1,31,0.42522910087301691,10.15913876526219539,0.01228244825767472,-0.36234978034036147,0.28953360828003216,-0.37134569888869873
2,31,1.63466166560514203,8.13007075854375572,0.01727646836413202,0.98421326466496173,0.06672956383100193,-0.03017160584134349
1,32,1.25246354884645794,6.24773868684882316,0.01524641272063965,0.71788986491678508,-0.19662047490370482,-0.15517272730501741
2,32,0.97984400477792855,6.62975433841049178,0.01541856759581792,0.47241551529495235,-0.13727231259755990,-0.14394450005213422
