id,time,Event
87,641.000000,1.000000
88,0.000000,0.000000
88,147.000000,1.000000
89,0.000000,0.000000
89,740.000000,0.000000
90,0.000000,0.000000
90,163.000000,1.000000
91,0.000000,0.000000
91,655.000000,1.000000
92,0.000000,0.000000
92,239.000000,1.000000
93,0.000000,0.000000
93,88.000000,1.000000
94,0.000000,0.000000
94,245.000000,1.000000
95,0.000000,0.000000
95,588.000000,0.000000
96,0.000000,0.000000
96,30.000000,1.000000
97,0.000000,0.000000
97,179.000000,1.000000
98,0.000000,0.000000
98,310.000000,1.000000
99,0.000000,0.000000
99,477.000000,1.000000
100,0.000000,0.000000
100,166.000000,1.000000
101,0.000000,0.000000
101,559.000000,0.000000
102,0.000000,0.000000
102,450.000000,1.000000
103,0.000000,0.000000
103,364.000000,1.000000
104,0.000000,0.000000
104,107.000000,1.000000
105,0.000000,0.000000
105,177.000000,1.000000
106,0.000000,0.000000
106,156.000000,1.000000
107,0.000000,0.000000
107,529.000000,0.000000
108,0.000000,0.000000
108,11.000000,1.000000
109,0.000000,0.000000
109,429.000000,1.000000
110,0.000000,0.000000
110,351.000000,1.000000
111,0.000000,0.000000
111,15.000000,1.000000
112,0.000000,0.000000
112,181.000000,1.000000
113,0.000000,0.000000
113,283.000000,1.000000
114,0.000000,0.000000
114,201.000000,1.000000
115,0.000000,0.000000
115,524.000000,1.000000
116,0.000000,0.000000
116,13.000000,1.000000
117,0.000000,0.000000
117,212.000000,1.000000
118,0.000000,0.000000
118,524.000000,1.000000
119,0.000000,0.000000
119,288.000000,1.000000
120,0.000000,0.000000
120,363.000000,1.000000
121,0.000000,0.000000
121,442.000000,1.000000
122,0.000000,0.000000
122,199.000000,1.000000
123,0.000000,0.000000
123,550.000000,1.000000
124,0.000000,0.000000
124,54.000000,1.000000
125,0.000000,0.000000
125,558.000000,1.000000
126,0.000000,0.000000
126,207.000000,1.000000
127,0.000000,0.000000
127,92.000000,1.000000
128,0.000000,0.000000
128,60.000000,1.000000
129,0.000000,0.000000
129,551.000000,0.000000
130,0.000000,0.000000
130,543.000000,0.000000
131,0.000000,0.000000
131,293.000000,1.000000
132,0.000000,0.000000
132,202.000000,1.000000
133,0.000000,0.000000
133,353.000000,1.000000
134,0.000000,0.000000
134,511.000000,0.000000
135,0.000000,0.000000
135,267.000000,1.000000
136,0.000000,0.000000
136,511.000000,0.000000
137,0.000000,0.000000
137,371.000000,1.000000
138,0.000000,0.000000
138,387.000000,1.000000
139,0.000000,0.000000
139,457.000000,1.000000
140,0.000000,0.000000
140,337.000000,1.000000
141,0.000000,0.000000
141,201.000000,1.000000
142,0.000000,0.000000
142,404.000000,0.000000
143,0.000000,0.000000
143,222.000000,1.000000
144,0.000000,0.000000
144,62.000000,1.000000
145,0.000000,0.000000
145,458.000000,0.000000
146,0.000000,0.000000
146,356.000000,0.000000
147,0.000000,0.000000
147,353.000000,1.000000
148,0.000000,0.000000
148,163.000000,1.000000
149,0.000000,0.000000
149,31.000000,1.000000
150,0.000000,0.000000
150,340.000000,1.000000
151,0.000000,0.000000
151,229.000000,1.000000
152,0.000000,0.000000
152,444.000000,0.000000
153,0.000000,0.000000
153,315.000000,0.000000
154,0.000000,0.000000
154,182.000000,1.000000
155,0.000000,0.000000
155,156.000000,1.000000
156,0.000000,0.000000
156,329.000000,1.000000
157,0.000000,0.000000
157,364.000000,0.000000
158,0.000000,0.000000
158,291.000000,1.000000
159,0.000000,0.000000
159,179.000000,1.000000
160,0.000000,0.000000
160,376.000000,0.000000
161,0.000000,0.000000
161,384.000000,0.000000
162,0.000000,0.000000
162,268.000000,1.000000
163,0.000000,0.000000
163,292.000000,0.000000
164,0.000000,0.000000
164,142.000000,1.000000
165,0.000000,0.000000
165,413.000000,0.000000
166,0.000000,0.000000
166,266.000000,0.000000
167,0.000000,0.000000
167,194.000000,1.000000
168,0.000000,0.000000
168,320.000000,1.000000
169,0.000000,0.000000
169,181.000000,1.000000
170,0.000000,0.000000
170,285.000000,1.000000
171,0.000000,0.000000
171,301.000000,0.000000
172,0.000000,0.000000
172,348.000000,1.000000
173,0.000000,0.000000
173,197.000000,1.000000
174,0.000000,0.000000
174,382.000000,0.000000
175,0.000000,0.000000
175,303.000000,0.000000
176,0.000000,0.000000
176,296.000000,0.000000
177,0.000000,0.000000
177,180.000000,1.000000
178,0.000000,0.000000
178,186.000000,1.000000
179,0.000000,0.000000
179,145.000000,1.000000
180,0.000000,0.000000
180,269.000000,0.000000
181,0.000000,0.000000
181,300.000000,0.000000
182,0.000000,0.000000
182,284.000000,0.000000
183,0.000000,0.000000
183,350.000000,1.000000
184,0.000000,0.000000
184,272.000000,0.000000
185,0.000000,0.000000
185,292.000000,0.000000
186,0.000000,0.000000
186,332.000000,0.000000
187,0.000000,0.000000
187,285.000000,1.000000
188,0.000000,0.000000
188,259.000000,0.000000
189,0.000000,0.000000
189,110.000000,1.000000
190,0.000000,0.000000
190,286.000000,1.000000
191,0.000000,0.000000
191,270.000000,1.000000
192,0.000000,0.000000
192,81.000000,1.000000
193,0.000000,0.000000
193,131.000000,1.000000
194,0.000000,0.000000
194,225.000000,0.000000
195,0.000000,0.000000
195,269.000000,1.000000
196,0.000000,0.000000
196,225.000000,0.000000
197,0.000000,0.000000
197,243.000000,0.000000
198,0.000000,0.000000
198,279.000000,0.000000
199,0.000000,0.000000
199,276.000000,0.000000
200,0.000000,0.000000
200,135.000000,1.000000
201,0.000000,0.000000
201,79.000000,1.000000
202,0.000000,0.000000
202,59.000000,1.000000
203,0.000000,0.000000
203,240.000000,0.000000
204,0.000000,0.000000
204,202.000000,0.000000
205,0.000000,0.000000
205,235.000000,0.000000
206,0.000000,0.000000
206,105.000000,1.000000
207,0.000000,0.000000
207,224.000000,0.000000
208,0.000000,0.000000
208,239.000000,1.000000
209,0.000000,0.000000
209,237.000000,0.000000
210,0.000000,0.000000
210,173.000000,0.000000
211,0.000000,0.000000
211,252.000000,0.000000
212,0.000000,0.000000
212,221.000000,0.000000
213,0.000000,0.000000
213,185.000000,0.000000
214,0.000000,0.000000
214,92.000000,0.000000
215,0.000000,0.000000
215,13.000000,1.000000
216,0.000000,0.000000
216,222.000000,0.000000
217,0.000000,0.000000
217,192.000000,0.000000
218,0.000000,0.000000
218,183.000000,1.000000
219,0.000000,0.000000
219,211.000000,0.000000
220,0.000000,0.000000
220,175.000000,0.000000
221,0.000000,0.000000
221,197.000000,0.000000
222,0.000000,0.000000
222,203.000000,0.000000
223,0.000000,0.000000
223,116.000000,1.000000
224,0.000000,0.000000
224,188.000000,0.000000
225,0.000000,0.000000
225,191.000000,0.000000
226,0.000000,0.000000
226,105.000000,0.000000
227,0.000000,0.000000
227,174.000000,0.000000
228,0.000000,0.000000
228,177.000000,0.000000
