id,time,y,censored,split,color,filter
17,73.9398,0.426,0,All,#4682B4,0
17,78.0993,0.6662,0,All,#4682B4,0
17,85.9373,0.9195,0,All,#4682B4,0
18,56.6316,0.2643,0,All,#4682B4,0
18,59.3682,0.3497,0,All,#4682B4,0
18,69.8355,0.787,0,All,#4682B4,0
18,76.1567,0.917,0,All,#4682B4,0
18,80.071,0.95,0,All,#4682B4,0
19,62.833,0.0235,0,All,#4682B4,0
19,73.2434,0.2088,0,All,#4682B4,0
19,73.7076,0.2044,0,All,#4682B4,0
19,77.0701,0.3202,0,All,#4682B4,0
19,80.3003,0.4895,0,All,#4682B4,0
19,80.9309,0.5125,0,All,#4682B4,0
19,84.1487,0.654,0,All,#4682B4,0
19,87.145,0.7713,0,All,#4682B4,0
20,64.6777,0.3187,0,All,#4682B4,0
20,67.2096,0.4081,0,All,#4682B4,0
20,68.4227,0.4453,0,All,#4682B4,0
20,74.4022,0.7146,0,All,#4682B4,0
20,75.547,0.7512,0,All,#4682B4,0
20,75.7106,0.7685,0,All,#4682B4,0
20,76.4163,0.7767,0,All,#4682B4,0
21,51.0734,0.0211,0,All,#4682B4,0
21,52.3582,0.0288,0,All,#4682B4,0
21,58.797,0.0952,0,All,#4682B4,0
21,68.8774,0.4003,0,All,#4682B4,0
21,83.6733,0.9285,0,All,#4682B4,0
21,85.8595,0.9521,0,All,#4682B4,0
22,61.7136,0.1119,0,All,#4682B4,0
22,63.2807,0.1239,0,All,#4682B4,0
22,64.9711,0.1289,0,All,#4682B4,0
22,74.0311,0.2091,0,All,#4682B4,0
22,76.7606,0.2625,0,All,#4682B4,0
23,54.691,0.0712,0,All,#4682B4,0
23,56.2612,0.0678,0,All,#4682B4,0
23,70.5836,0.3514,0,All,#4682B4,0
23,73.1736,0.4169,0,All,#4682B4,0
23,74.6048,0.4625,0,All,#4682B4,0
23,76.681,0.5565,0,All,#4682B4,0
23,77.1268,0.5346,0,All,#4682B4,0
23,80.3182,0.6725,0,All,#4682B4,0
24,54.6413,0.0963,0,All,#4682B4,0
24,56.2532,0.1082,0,All,#4682B4,0
24,62.1812,0.1294,0,All,#4682B4,0
24,71.6451,0.2164,0,All,#4682B4,0
24,73.215,0.2091,0,All,#4682B4,0
24,74.6373,0.2419,0,All,#4682B4,0
24,80.7801,0.2994,0,All,#4682B4,0
25,57.4047,0.0318,0,All,#4682B4,0
25,58.2862,0.0251,0,All,#4682B4,0
25,68.0535,0.145,0,All,#4682B4,0
25,74.7004,0.2872,0,All,#4682B4,0
25,75.8701,0.3184,0,All,#4682B4,0
26,63.6912,-0.0063,0,All,#4682B4,0
26,66.2405,0.0291,0,All,#4682B4,0
26,66.3453,0.0194,0,All,#4682B4,0
26,71.5122,0.1093,0,All,#4682B4,0
26,71.9948,0.1451,0,All,#4682B4,0
26,73.2705,0.1919,0,All,#4682B4,0
27,62.6068,0.1606,0,All,#4682B4,0
27,67.0388,0.2532,0,All,#4682B4,0
27,73.5233,0.438,0,All,#4682B4,0
27,76.486,0.5425,0,All,#4682B4,0
27,83.9358,0.76,0,All,#4682B4,0
28,63.8871,0.0728,0,All,#4682B4,0
28,64.3773,0.0625,0,All,#4682B4,0
28,68.5839,0.1565,0,All,#4682B4,0
28,78.5278,0.6748,0,All,#4682B4,0
28,79.7071,0.71,0,All,#4682B4,0
28,80.5319,0.7604,0,All,#4682B4,0
29,57.1129,-0.0029,0,All,#4682B4,0
29,61.9633,-0.004,0,All,#4682B4,0
29,72.1024,0.0599,0,All,#4682B4,0
29,75.9882,0.1718,0,All,#4682B4,0
29,76.7789,0.1927,0,All,#4682B4,0
29,78.562,0.3135,0,All,#4682B4,0
29,80.5583,0.4803,0,All,#4682B4,0
29,81.691,0.559,0,All,#4682B4,0
29,82.1761,0.6133,0,All,#4682B4,0
30,57.1592,0.1048,0,All,#4682B4,0
30,70.917,0.359,0,All,#4682B4,0
30,75.3897,0.506,0,All,#4682B4,0
30,76.62,0.5367,0,All,#4682B4,0
30,78.1676,0.5848,0,All,#4682B4,0
30,86.4372,0.7843,0,All,#4682B4,0
30,90.4798,0.8501,0,All,#4682B4,0
31,62.036,0.1937,0,All,#4682B4,0
31,63.719,0.2563,0,All,#4682B4,0
31,66.3553,0.4304,0,All,#4682B4,0
31,73.7971,0.8857,0,All,#4682B4,0
31,81.2349,0.9729,0,All,#4682B4,0
32,54.7313,0.0139,0,All,#4682B4,0
32,60.255,-0.0049,0,All,#4682B4,0
32,65.3019,0.0654,0,All,#4682B4,0
32,72.7564,0.3192,0,All,#4682B4,0
32,82.4763,0.8486,0,All,#4682B4,0
33,54.6755,0.0179,0,All,#4682B4,0
33,58.4757,0.0552,0,All,#4682B4,0
33,64.1541,0.1122,0,All,#4682B4,0
33,70.7078,0.2169,0,All,#4682B4,0
33,71.7117,0.2555,0,All,#4682B4,0
34,61.3377,0.1131,0,All,#4682B4,0
34,62.1321,0.1476,0,All,#4682B4,0
34,63.2363,0.1687,0,All,#4682B4,0
34,63.3074,0.1702,0,All,#4682B4,0
34,63.5834,0.1836,0,All,#4682B4,0
34,68.3906,0.3718,0,All,#4682B4,0
34,69.958,0.4641,0,All,#4682B4,0
34,76.2802,0.7391,0,All,#4682B4,0
34,80.2233,0.8819,0,All,#4682B4,0
35,64.1758,0.0694,0,All,#4682B4,0
35,64.6747,0.0617,0,All,#4682B4,0
35,65.6097,0.0877,0,All,#4682B4,0
35,69.3934,0.1592,0,All,#4682B4,0
35,69.4849,0.1622,0,All,#4682B4,0
35,70.3119,0.1616,0,All,#4682B4,0
35,71.0044,0.2013,0,All,#4682B4,0
35,75.292,0.3856,0,All,#4682B4,0
35,75.5962,0.3938,0,All,#4682B4,0
36,60.1102,0.0896,0,All,#4682B4,0
36,61.4273,0.1101,0,All,#4682B4,0
36,62.6809,0.159,0,All,#4682B4,0
36,68.1424,0.2878,0,All,#4682B4,0
36,82.5706,0.8345,0,All,#4682B4,0
37,66.2346,0.36,0,All,#4682B4,0
37,67.0624,0.3906,0,All,#4682B4,0
37,69.0659,0.4395,0,All,#4682B4,0
37,70.2577,0.4688,0,All,#4682B4,0
37,70.7408,0.4968,0,All,#4682B4,0
37,71.4612,0.5186,0,All,#4682B4,0
37,74.6283,0.6206,0,All,#4682B4,0
37,78.3845,0.7224,0,All,#4682B4,0
38,51.2068,-0.0328,0,All,#4682B4,0
38,61.7253,0.0676,0,All,#4682B4,0
38,76.1051,0.8914,0,All,#4682B4,0
38,77.238,0.9262,0,All,#4682B4,0
38,82.1112,0.9735,0,All,#4682B4,0
39,60.611,0.0457,0,All,#4682B4,0
39,65.446,0.1239,0,All,#4682B4,0
39,66.6121,0.1311,0,All,#4682B4,0
39,68.8399,0.1831,0,All,#4682B4,0
39,84.5322,0.753,0,All,#4682B4,0
40,61.5463,0.1398,0,All,#4682B4,0
40,62.7828,0.1672,0,All,#4682B4,0
40,65.3569,0.3129,0,All,#4682B4,0
40,66.0503,0.3749,0,All,#4682B4,0
40,66.5093,0.4007,0,All,#4682B4,0
40,71.8283,0.8023,0,All,#4682B4,0
40,77.3756,0.9652,0,All,#4682B4,0
40,79.2467,0.9956,0,All,#4682B4,0
40,80.1753,0.9689,0,All,#4682B4,0
41,64.5653,0.168,0,All,#4682B4,0
41,68.0011,0.2489,0,All,#4682B4,0
41,69.035,0.2743,0,All,#4682B4,0
41,69.8162,0.2947,0,All,#4682B4,0
41,70.0645,0.3029,0,All,#4682B4,0
41,78.2238,0.5478,0,All,#4682B4,0
42,67.1419,0.1412,0,All,#4682B4,0
42,67.7024,0.154,0,All,#4682B4,0
42,68.7636,0.2364,0,All,#4682B4,0
42,72.9252,0.6763,0,All,#4682B4,0
42,76.4607,0.8854,0,All,#4682B4,0
42,76.646,0.911,0,All,#4682B4,0
42,77.9738,0.9731,0,All,#4682B4,0
43,62.5526,0.0427,0,All,#4682B4,0
43,62.5549,0.0222,0,All,#4682B4,0
43,63.3492,0.0278,0,All,#4682B4,0
43,69.1289,0.1786,0,All,#4682B4,0
43,75.1242,0.5368,0,All,#4682B4,0
43,75.9908,0.5923,0,All,#4682B4,0
44,64.3989,0.4906,0,All,#4682B4,0
44,65.1542,0.5252,0,All,#4682B4,0
44,66.1913,0.5902,0,All,#4682B4,0
44,66.6634,0.6108,0,All,#4682B4,0
44,68.6747,0.7115,0,All,#4682B4,0
44,68.7688,0.6952,0,All,#4682B4,0
44,71.7225,0.8094,0,All,#4682B4,0
44,75.1891,0.8845,0,All,#4682B4,0
45,57.0736,0.0182,0,All,#4682B4,0
45,60.638,0.0092,0,All,#4682B4,0
45,61.4052,0.0251,0,All,#4682B4,0
45,62.2177,0.0442,0,All,#4682B4,0
45,73.5011,0.4463,0,All,#4682B4,0
45,73.5082,0.4559,0,All,#4682B4,0
45,82.0477,0.9252,0,All,#4682B4,0
45,83.7841,0.9304,0,All,#4682B4,0
45,87.3126,0.9774,0,All,#4682B4,0
46,57.6407,0.0598,0,All,#4682B4,0
46,61.1904,0.1037,0,All,#4682B4,0
46,65.6475,0.2064,0,All,#4682B4,0
46,70.5736,0.4523,0,All,#4682B4,0
46,72.5139,0.5416,0,All,#4682B4,0
46,75.5107,0.6887,0,All,#4682B4,0
46,76.395,0.7315,0,All,#4682B4,0
46,82.2741,0.9022,0,All,#4682B4,0
46,82.3983,0.9083,0,All,#4682B4,0
47,62.2341,0.0261,0,All,#4682B4,0
47,68.4423,0.1852,0,All,#4682B4,0
47,69.5485,0.1896,0,All,#4682B4,0
47,70.2846,0.2415,0,All,#4682B4,0
47,71.2773,0.3082,0,All,#4682B4,0
47,73.1412,0.433,0,All,#4682B4,0
47,73.5105,0.4465,0,All,#4682B4,0
47,77.4131,0.7082,0,All,#4682B4,0
47,79.2595,0.7851,0,All,#4682B4,0
48,53.5577,0.0137,0,All,#4682B4,0
48,61.8752,0.0721,0,All,#4682B4,0
48,62.568,0.0916,0,All,#4682B4,0
48,64.5162,0.1016,0,All,#4682B4,0
48,70.9389,0.1813,0,All,#4682B4,0
48,73.7828,0.2573,0,All,#4682B4,0
48,73.9495,0.2599,0,All,#4682B4,0
48,78.7994,0.4064,0,All,#4682B4,0
48,89.048,0.7075,0,All,#4682B4,0
49,62.2489,0.0127,0,All,#4682B4,0
49,63.162,0.0204,0,All,#4682B4,0
49,64.3557,0.0192,0,All,#4682B4,0
49,74.25,0.2552,0,All,#4682B4,0
49,75.5128,0.3215,0,All,#4682B4,0
50,56.3275,-0.0145,0,All,#4682B4,0
50,67.2152,0.1039,0,All,#4682B4,0
50,67.5316,0.1164,0,All,#4682B4,0
50,69.7577,0.1852,0,All,#4682B4,0
50,78.1626,0.7807,0,All,#4682B4,0
50,81.202,0.9041,0,All,#4682B4,0
50,81.3398,0.9231,0,All,#4682B4,0
50,81.7317,0.9005,0,All,#4682B4,0
51,61.1183,0.0969,0,All,#4682B4,0
51,61.2843,0.0926,0,All,#4682B4,0
51,61.5441,0.1123,0,All,#4682B4,0
51,68.1819,0.2734,0,All,#4682B4,0
51,72.4649,0.4679,0,All,#4682B4,0
51,73.4154,0.5196,0,All,#4682B4,0
51,73.5346,0.5305,0,All,#4682B4,0
51,75.8157,0.6345,0,All,#4682B4,0
51,78.7789,0.777,0,All,#4682B4,0
52,64.0325,0.1505,0,All,#4682B4,0
52,65.6663,0.2586,0,All,#4682B4,0
52,65.9747,0.2615,0,All,#4682B4,0
52,71.9892,0.656,0,All,#4682B4,0
52,72.3167,0.6547,0,All,#4682B4,0
52,77.2403,0.8825,0,All,#4682B4,0
52,77.67,0.8816,0,All,#4682B4,0
52,77.9652,0.8982,0,All,#4682B4,0
53,50.863,0.0115,0,All,#4682B4,0
53,72.4709,0.6553,0,All,#4682B4,0
53,74.1743,0.7607,0,All,#4682B4,0
53,84.0424,0.9696,0,All,#4682B4,0
53,92.7074,1.0116,0,All,#4682B4,0
54,53.4749,0.0264,0,All,#4682B4,0
54,57.1469,0.0043,0,All,#4682B4,0
54,61.5423,0.047,0,All,#4682B4,0
54,62.7647,0.0607,0,All,#4682B4,0
54,66.155,0.0922,0,All,#4682B4,0
54,71.8923,0.2376,0,All,#4682B4,0
54,77.9292,0.4605,0,All,#4682B4,0
54,82.4695,0.6329,0,All,#4682B4,0
55,64.3088,0.333,0,All,#4682B4,0
55,65.3305,0.4323,0,All,#4682B4,0
55,66.0972,0.4915,0,All,#4682B4,0
55,66.7042,0.5486,0,All,#4682B4,0
55,69.4329,0.7423,0,All,#4682B4,0
55,70.8872,0.8175,0,All,#4682B4,0
55,71.3452,0.8547,0,All,#4682B4,0
55,72.004,0.8852,0,All,#4682B4,0
56,46.4289,0.0044,0,All,#4682B4,0
56,47.3922,-0.0183,0,All,#4682B4,0
56,52.2868,-0.0229,0,All,#4682B4,0
56,54.7875,-0.0234,0,All,#4682B4,0
56,66.5583,0.0843,0,All,#4682B4,0
56,82.7326,0.9146,0,All,#4682B4,0
56,83.6483,0.9332,0,All,#4682B4,0
57,59.0079,0.0608,0,All,#4682B4,0
57,59.5673,0.0374,0,All,#4682B4,0
57,65.3809,0.122,0,All,#4682B4,0
57,70.6747,0.2845,0,All,#4682B4,0
57,77.2959,0.5761,0,All,#4682B4,0
57,78.8149,0.6573,0,All,#4682B4,0
58,54.357,0.1704,0,All,#4682B4,0
58,58.6384,0.2232,0,All,#4682B4,0
58,59.8761,0.2357,0,All,#4682B4,0
58,70.1258,0.4938,0,All,#4682B4,0
58,80.1699,0.7408,0,All,#4682B4,0
59,56.0321,0.0044,0,All,#4682B4,0
59,61.1283,0.0176,0,All,#4682B4,0
59,65.4517,0.0267,0,All,#4682B4,0
59,66.4141,0.0303,0,All,#4682B4,0
59,67.7887,0.0543,0,All,#4682B4,0
59,70.1849,0.0792,0,All,#4682B4,0
59,76.3153,0.2407,0,All,#4682B4,0
59,86.0465,0.692,0,All,#4682B4,0
60,57.4361,-0.0032,0,All,#4682B4,0
60,57.7127,0.0161,0,All,#4682B4,0
60,64.6383,0.0256,0,All,#4682B4,0
60,66.0104,0.0479,0,All,#4682B4,0
60,70.8948,0.2033,0,All,#4682B4,0
60,81.0373,0.895,0,All,#4682B4,0
61,62.2749,0.193,0,All,#4682B4,0
61,62.6123,0.2113,0,All,#4682B4,0
61,65.0726,0.3739,0,All,#4682B4,0
61,65.2988,0.3735,0,All,#4682B4,0
61,65.657,0.4123,0,All,#4682B4,0
61,66.0263,0.4435,0,All,#4682B4,0
61,67.4546,0.5565,0,All,#4682B4,0
61,78.3714,0.9681,0,All,#4682B4,0
62,57.5762,-0.0059,0,All,#4682B4,0
62,66.0574,-0.0073,0,All,#4682B4,0
62,67.0221,0.0022,0,All,#4682B4,0
62,67.7839,0.0205,0,All,#4682B4,0
62,70.3028,-0.0018,0,All,#4682B4,0
62,80.8999,0.2111,0,All,#4682B4,0
62,83.5297,0.4567,0,All,#4682B4,0
62,86.8423,0.7499,0,All,#4682B4,0
63,57.0223,0.1474,0,All,#4682B4,0
63,71.0341,0.4027,0,All,#4682B4,0
63,71.1195,0.4217,0,All,#4682B4,0
63,76.5531,0.5419,0,All,#4682B4,0
63,85.4669,0.7281,0,All,#4682B4,0
63,86.4944,0.7553,0,All,#4682B4,0
64,56.1765,0.0347,0,All,#4682B4,0
64,58.1777,0.0153,0,All,#4682B4,0
64,60.5211,0.0425,0,All,#4682B4,0
64,63.561,0.0686,0,All,#4682B4,0
64,65.3138,0.1055,0,All,#4682B4,0
64,68.9949,0.1741,0,All,#4682B4,0
64,72.5789,0.2903,0,All,#4682B4,0
64,82.1756,0.7209,0,All,#4682B4,0
65,62.5418,0.0307,0,All,#4682B4,0
65,69.4193,0.0623,0,All,#4682B4,0
65,70.5696,0.0622,0,All,#4682B4,0
65,71.8662,0.0815,0,All,#4682B4,0
65,72.3106,0.0963,0,All,#4682B4,0
65,75.8884,0.167,0,All,#4682B4,0
65,78.3243,0.2611,0,All,#4682B4,0
65,83.4611,0.4545,0,All,#4682B4,0
65,86.5629,0.6104,0,All,#4682B4,0
66,58.9437,0.0145,0,All,#4682B4,0
66,63.5537,0.0318,0,All,#4682B4,0
66,66.8192,0.0725,0,All,#4682B4,0
66,75.2655,0.5968,0,All,#4682B4,0
66,80.1404,0.8597,0,All,#4682B4,0
66,80.439,0.8848,0,All,#4682B4,0
66,84.4864,0.9824,0,All,#4682B4,0
66,84.7313,0.9646,0,All,#4682B4,0
66,86.2131,0.979,0,All,#4682B4,0
67,62.5976,0.0141,0,All,#4682B4,0
67,66.8627,0.0131,0,All,#4682B4,0
67,70.1461,0.0249,0,All,#4682B4,0
67,71.6551,0.0284,0,All,#4682B4,0
67,72.8357,0.0436,0,All,#4682B4,0
67,75.5687,0.0511,0,All,#4682B4,0
67,76.2611,0.0552,0,All,#4682B4,0
67,77.1365,0.0753,0,All,#4682B4,0
68,55.1871,0.045,0,All,#4682B4,0
68,62.3241,0.0729,0,All,#4682B4,0
68,70.6364,0.1898,0,All,#4682B4,0
68,80.1478,0.393,0,All,#4682B4,0
68,82.5233,0.4697,0,All,#4682B4,0
68,83.0356,0.4841,0,All,#4682B4,0
68,83.2002,0.4885,0,All,#4682B4,0
69,71.9506,0.1696,0,All,#4682B4,0
69,72.395,0.1861,0,All,#4682B4,0
69,80.2941,0.4105,0,All,#4682B4,0
69,81.0977,0.4359,0,All,#4682B4,0
69,83.9012,0.5371,0,All,#4682B4,0
70,54.613,0.0429,0,All,#4682B4,0
70,54.7444,0.0293,0,All,#4682B4,0
70,64.7363,0.1036,0,All,#4682B4,0
70,64.7983,0.1125,0,All,#4682B4,0
70,69.2956,0.1675,0,All,#4682B4,0
70,70.8809,0.1851,0,All,#4682B4,0
70,73.8543,0.2568,0,All,#4682B4,0
70,85.4258,0.5151,0,All,#4682B4,0
71,55.2997,0.0667,0,All,#4682B4,0
71,56.8904,0.0803,0,All,#4682B4,0
71,69.7804,0.1913,0,All,#4682B4,0
71,70.566,0.1929,0,All,#4682B4,0
71,74.6955,0.2387,0,All,#4682B4,0
71,78.37,0.3044,0,All,#4682B4,0
71,78.8755,0.3055,0,All,#4682B4,0
72,59.6152,0.1632,0,All,#4682B4,0
72,62.4362,0.2154,0,All,#4682B4,0
72,66.1669,0.2327,0,All,#4682B4,0
72,67.4235,0.2638,0,All,#4682B4,0
72,68.9966,0.2789,0,All,#4682B4,0
72,77.1256,0.459,0,All,#4682B4,0
72,77.4079,0.4623,0,All,#4682B4,0
73,53.3052,0.0135,0,All,#4682B4,0
73,56.3585,0.0125,0,All,#4682B4,0
73,64.6498,0.1232,0,All,#4682B4,0
73,73.1266,0.4343,0,All,#4682B4,0
73,80.1111,0.7415,0,All,#4682B4,0
74,60.0699,-0.009,0,All,#4682B4,0
74,71.751,0.1248,0,All,#4682B4,0
74,72.4951,0.1707,0,All,#4682B4,0
74,73.2882,0.1711,0,All,#4682B4,0
74,75.2066,0.2551,0,All,#4682B4,0
74,76.0901,0.2998,0,All,#4682B4,0
74,76.3314,0.3083,0,All,#4682B4,0
74,79.7468,0.4795,0,All,#4682B4,0
75,62.9223,0.1285,0,All,#4682B4,0
75,66.5126,0.2087,0,All,#4682B4,0
75,68.0042,0.227,0,All,#4682B4,0
75,69.2691,0.2502,0,All,#4682B4,0
75,70.0402,0.2722,0,All,#4682B4,0
75,73.584,0.319,0,All,#4682B4,0
75,77.3668,0.3956,0,All,#4682B4,0
75,78.6447,0.4379,0,All,#4682B4,0
76,57.0807,0.0178,0,All,#4682B4,0
76,57.8997,0.0152,0,All,#4682B4,0
76,62.1306,0.0354,0,All,#4682B4,0
76,65.2692,0.0601,0,All,#4682B4,0
76,68.2387,0.1322,0,All,#4682B4,0
76,69.5644,0.1384,0,All,#4682B4,0
76,69.8271,0.154,0,All,#4682B4,0
77,54.3514,0.0467,0,All,#4682B4,0
77,57.261,0.1031,0,All,#4682B4,0
77,57.3883,0.1081,0,All,#4682B4,0
77,60.5568,0.1926,0,All,#4682B4,0
77,74.5995,0.8614,0,All,#4682B4,0
77,81.7115,0.9724,0,All,#4682B4,0
77,84.7329,0.9904,0,All,#4682B4,0
77,86.6474,0.996,0,All,#4682B4,0
78,59.1385,0.0225,0,All,#4682B4,0
78,64.3992,-0.0094,0,All,#4682B4,0
78,67.491,0.0428,0,All,#4682B4,0
78,68.7084,0.0533,0,All,#4682B4,0
78,72.2383,0.1102,0,All,#4682B4,0
78,80.499,0.6561,0,All,#4682B4,0
79,62.1247,0.1637,0,All,#4682B4,0
79,64.167,0.2242,0,All,#4682B4,0
79,67.2618,0.2572,0,All,#4682B4,0
79,67.5349,0.2639,0,All,#4682B4,0
79,76.3506,0.5015,0,All,#4682B4,0
79,76.5076,0.5128,0,All,#4682B4,0
79,76.7186,0.5313,0,All,#4682B4,0
79,77.1787,0.54,0,All,#4682B4,0
79,78.0656,0.5766,0,All,#4682B4,0
80,65.0653,0.0115,0,All,#4682B4,0
80,67.7128,0.0089,0,All,#4682B4,0
80,73.4974,0.0181,0,All,#4682B4,0
80,73.8077,0.0237,0,All,#4682B4,0
80,74.5005,0.0152,0,All,#4682B4,0
81,66.4679,0.3585,0,All,#4682B4,0
81,69.1875,0.4257,0,All,#4682B4,0
81,70.0074,0.4602,0,All,#4682B4,0
81,73.3684,0.5607,0,All,#4682B4,0
81,74.1927,0.5722,0,All,#4682B4,0
81,74.4679,0.5993,0,All,#4682B4,0
82,59.3756,0.0733,0,All,#4682B4,0
82,70.5676,0.2508,0,All,#4682B4,0
82,73.3002,0.3371,0,All,#4682B4,0
82,74.1465,0.3744,0,All,#4682B4,0
82,78.2907,0.4976,0,All,#4682B4,0
83,63.762,0.1403,0,All,#4682B4,0
83,63.8683,0.1302,0,All,#4682B4,0
83,64.6242,0.1244,0,All,#4682B4,0
83,66.6486,0.1809,0,All,#4682B4,0
83,66.7137,0.1788,0,All,#4682B4,0
83,68.1517,0.2181,0,All,#4682B4,0
83,68.2283,0.2199,0,All,#4682B4,0
84,68.2735,0.3809,0,All,#4682B4,0
84,69.6277,0.4293,0,All,#4682B4,0
84,73.9134,0.5513,0,All,#4682B4,0
