rep,id,ka,V,k,eta_ka,eta_V,eta_k
1,48,1.61642406617150303,7.56231431967232481,0.24908313467334844,0.54390975750659132,0.05366197095141634,-0.00795563793945853
1,49,0.64316232426350528,14.56490721013482137,0.22518941020992683,-0.37766472364623921,0.70909972031504132,-0.10880048164546596
1,50,1.66393025264831929,9.43968689298104557,0.26012730740850087,0.57287584069248798,0.27540751215740289,0.03542880218719380
1,51,1.27832071060898222,8.08889183724957483,0.26713379113309582,0.30924068638943703,0.12097644302797650,0.06200727041177689
1,52,0.77975982848569247,6.78343030161440552,0.30371773810275965,-0.18507590426330506,-0.05503238113690623,0.19035642413575204
1,53,1.38758052134538956,4.54925624597389078,0.33161340149098884,0.39125501300438115,-0.45455154215541738,0.27822748420279231
1,54,0.75343613856014680,7.67766345433708430,0.25128496650146359,-0.21941760293174695,0.06879996381985465,0.00084526697436105
1,55,2.11898047063862904,10.73830880859984127,0.23615281264359564,0.81462847758118340,0.40430231073721701,-0.06126324618837731
1,56,0.41413629937502455,7.13411463037916782,0.22791446779664601,-0.81786671914840359,-0.00462714434828593,-0.09677193554215480
1,57,0.51123289201660838,7.96319836860885655,0.24518197778099551,-0.60723662058550576,0.10531542492233625,-0.02374165158744868
1,58,1.32191910830521153,9.45727189023769377,0.24187827909772378,0.34277796532855570,0.27726865844389104,-0.03730773218541161
1,59,0.67491839356151562,6.72380797619787529,0.26685016064650441,-0.32947007919807664,-0.06386064216669673,0.06094495191954596
1,60,2.61751164060822283,5.21560080149568606,0.26301715788102553,1.02591752562415661,-0.31786101109358178,0.04647691627040351
1,61,1.32791895001744176,9.48584380841707642,0.25639883414589154,0.34730643222608404,0.28028526250213548,0.02099182515253784
1,62,1.93059456557783404,7.50037789910546238,0.20911447654788159,0.72152143518844902,0.04543810648678259,-0.18286051617895138
1,63,2.24383914067504930,8.03218633517224490,0.31434161381060777,0.87188171554757987,0.11394146244689085,0.22473798372942677
1,64,0.68201800779219257,9.45919544193091610,0.21783995874643886,-0.31900580245216670,0.27747203169176804,-0.14198169388075987
1,65,1.21586278311964269,7.14163636011461822,0.21218205756170194,0.25914734899522185,-0.00357336715134560,-0.16829768464041317
1,66,1.54690804051221042,9.75777373208819832,0.22994068755690322,0.49995154071757064,0.30854897385197178,-0.08792095739173100
1,67,0.86538458296248888,6.13567655690852387,0.25989765284101657,-0.08088785162895788,-0.15539494902614104,0.03454555772791257
1,68,0.73725026677014405,9.44980835113520712,0.28756595049474903,-0.24113445479420964,0.27647916166333286,0.13570987408532620
1,69,2.75106208861968327,6.54553986047553593,0.27565077372717284,1.07568046580827348,-0.09073141896145986,0.09339239907983776
1,70,0.97209042998563400,4.13529779829943234,0.27192015564823918,0.03538697076318096,-0.54995595451532631,0.07976612492148849
1,71,0.31713451877662846,9.85296972740878729,0.35696230549927199,-1.08473583101481696,0.31825760557834948,0.35188783649744759
1,72,1.33246894546612271,8.70565178527670547,0.24684934126893820,0.35072698596768032,0.19445714590004903,-0.01696415671737594
1,73,1.19108261464498710,8.43225210056488095,0.19142107775292649,0.23855606839603299,0.16254859009313294,-0.27126675581412130
1,74,4.17120369295055049,5.37791019365632739,0.23044875255109301,1.49189806418930404,-0.28721544046295322,-0.08571384681892158
1,75,1.60983298897774407,5.96024495839106994,0.27474357470262378,0.53982385470919703,-0.18440371869967143,0.09009585416182708
1,76,1.07198295124055742,6.56192227757145563,0.23736047301627791,0.13320357347635403,-0.08823170918485967,-0.05616238406795304
1,77,1.71041323956358982,6.85005650979138458,0.23120776594960674,0.60042841653057955,-0.04525839748882987,-0.08242562688920252
1,78,0.35350023567227190,5.64449897629912467,0.22982959967600289,-0.97617771231549000,-0.23883386097661274,-0.08840418950196849
1,79,1.27205656239954012,4.85843579336464781,0.22557222259419552,0.30432834587224433,-0.38879876644412881,-0.10710196762633739
1,80,0.58423759602826009,9.00191521622713609,0.22862967223976532,-0.47375412173002279,0.22792205716662495,-0.09363881010929864
